"Date","Open","High","Low","Close","Volume","Adjusted"
2006-06-13,308.109985351562,308.109985351562,299.809997558594,301.660003662109,0,301.660003662109
2006-06-14,301.869995117188,303.649993896484,299.709991455078,302.25,0,302.25
2006-06-15,302.649993896484,310.019989013672,302.649993896484,309.619995117188,0,309.619995117188
2006-06-16,310.200012207031,313.970001220703,307.410003662109,307.559997558594,0,307.559997558594
2006-06-19,308.190002441406,311.880004882812,308.190002441406,309.779998779297,0,309.779998779297
2006-06-20,308.880004882812,311.399993896484,307.089996337891,311.399993896484,0,311.399993896484
2006-06-21,311.609985351562,312.269989013672,308.279998779297,311.470001220703,0,311.470001220703
2006-06-22,312.109985351562,315.029998779297,311.299987792969,312.720001220703,0,312.720001220703
2006-06-23,312.779998779297,314.109985351562,311.790008544922,313.170013427734,0,313.170013427734
2006-06-26,313.309997558594,314.540008544922,312.049987792969,312.299987792969,0,312.299987792969
2006-06-27,312.850006103516,314.230010986328,310.130004882812,310.190002441406,0,310.190002441406
2006-06-28,309.910003662109,312.019989013672,308.619995117188,310.700012207031,0,310.700012207031
2006-06-29,311.329986572266,316.290008544922,311.329986572266,316.220001220703,0,316.220001220703
2006-06-30,316.970001220703,321.290008544922,316.970001220703,320.660003662109,0,320.660003662109
2006-07-03,320.720001220703,322.200012207031,320.279998779297,322.200012207031,0,322.200012207031
2006-07-04,322.220001220703,322.869995117188,320.950012207031,322.869995117188,0,322.869995117188
2006-07-05,322.290008544922,322.290008544922,318.279998779297,318.980010986328,0,318.980010986328
2006-07-06,319.25,322.209991455078,319.25,321.940002441406,0,321.940002441406
2006-07-07,321.75,322.339996337891,319.410003662109,321.350006103516,0,321.350006103516
2006-07-10,321.209991455078,322.540008544922,319.720001220703,322.410003662109,0,322.410003662109
2006-07-11,321.970001220703,321.970001220703,318.829986572266,319.450012207031,0,319.450012207031
2006-07-12,320.059997558594,322.660003662109,319.760009765625,320.299987792969,0,320.299987792969
2006-07-13,319.829986572266,319.829986572266,314.929992675781,315.640014648438,0,315.640014648438
2006-07-14,314.850006103516,315,311.679992675781,311.679992675781,0,311.679992675781
2006-07-17,311.920013427734,312.269989013672,308.299987792969,310.399993896484,0,310.399993896484
2006-07-18,310.100006103516,311.510009765625,308.600006103516,309.820007324219,0,309.820007324219
2006-07-19,310.070007324219,316.799987792969,310.070007324219,316.799987792969,0,316.799987792969
2006-07-20,317.420013427734,319.290008544922,316.760009765625,317.5,0,317.5
2006-07-21,317.019989013672,317.019989013672,313.709991455078,314.559997558594,0,314.559997558594
2006-07-24,314.660003662109,320.429992675781,314.660003662109,320.410003662109,0,320.410003662109
2006-07-25,320.600006103516,322.089996337891,319.859985351562,320.779998779297,0,320.779998779297
2006-07-26,320.980010986328,322.380004882812,320.980010986328,322.109985351562,0,322.109985351562
2006-07-27,322.829986572266,325.369995117188,322.779998779297,325.369995117188,0,325.369995117188
2006-07-28,324.790008544922,327.390014648438,323.970001220703,327.320007324219,0,327.320007324219
2006-07-31,327.359985351562,327.489990234375,325.940002441406,326.040008544922,0,326.040008544922
2006-08-01,326.100006103516,326.959991455078,322.940002441406,323.510009765625,0,323.510009765625
2006-08-02,324.040008544922,326.799987792969,324.040008544922,326.799987792969,0,326.799987792969
2006-08-03,326.839996337891,327.230010986328,322.970001220703,324.119995117188,0,324.119995117188
2006-08-04,324.440002441406,328.109985351562,324.440002441406,327.869995117188,0,327.869995117188
2006-08-07,327.399993896484,327.399993896484,324.100006103516,324.230010986328,0,324.230010986328
2006-08-08,324.989990234375,326.320007324219,323.820007324219,324.440002441406,0,324.440002441406
2006-08-09,324.640014648438,326.869995117188,322.440002441406,326.609985351562,0,326.609985351562
2006-08-10,325.660003662109,325.660003662109,320.739990234375,324.040008544922,0,324.040008544922
2006-08-11,324.209991455078,325.799987792969,323.320007324219,324.450012207031,0,324.450012207031
2006-08-14,324.869995117188,327.359985351562,324.869995117188,327.359985351562,0,327.359985351562
2006-08-15,327,330.470001220703,326.369995117188,330.119995117188,0,330.119995117188
2006-08-16,330.209991455078,331.790008544922,329.059997558594,331.429992675781,0,331.429992675781
2006-08-17,331.440002441406,332.410003662109,330.899993896484,331.839996337891,0,331.839996337891
2006-08-18,331.799987792969,332.339996337891,330.649993896484,330.980010986328,0,330.980010986328
2006-08-21,331.140014648438,331.75,329.670013427734,330.690002441406,0,330.690002441406
2006-08-22,331.179992675781,332.339996337891,329.529998779297,331.730010986328,0,331.730010986328
2006-08-23,331.790008544922,331.959991455078,329.690002441406,330.160003662109,0,330.160003662109
2006-08-24,330.209991455078,332.029998779297,328.649993896484,331.059997558594,0,331.059997558594
2006-08-25,331.260009765625,332.140014648438,330.540008544922,331.410003662109,0,331.410003662109
2006-08-28,331.350006103516,332.980010986328,330.260009765625,332.790008544922,0,332.790008544922
2006-08-29,333.190002441406,334.989990234375,332.839996337891,333.600006103516,0,333.600006103516
2006-08-30,333.850006103516,336.190002441406,333.850006103516,335.510009765625,0,335.510009765625
2006-08-31,335.739990234375,336.089996337891,334.119995117188,334.730010986328,0,334.730010986328
2006-09-01,334.859985351562,337.429992675781,334.859985351562,336.429992675781,0,336.429992675781
2006-09-04,336.290008544922,337.859985351562,336.290008544922,337.799987792969,0,337.799987792969
2006-09-05,337.809997558594,337.880004882812,335.540008544922,336.649993896484,0,336.649993896484
2006-09-06,336.679992675781,336.679992675781,332.660003662109,332.980010986328,0,332.980010986328
2006-09-07,332.640014648438,332.640014648438,329.429992675781,329.869995117188,0,329.869995117188
2006-09-08,330.329986572266,331.989990234375,330.329986572266,331.220001220703,0,331.220001220703
2006-09-11,330.779998779297,330.779998779297,327.950012207031,329.410003662109,0,329.410003662109
2006-09-12,329.670013427734,333.760009765625,328.459991455078,333.640014648438,0,333.640014648438
2006-09-13,333.940002441406,335.059997558594,333.649993896484,334.649993896484,0,334.649993896484
2006-09-14,334.929992675781,337.119995117188,334.059997558594,334.660003662109,0,334.660003662109
2006-09-15,334.730010986328,336.559997558594,334.260009765625,335.679992675781,0,335.679992675781
2006-09-18,335.940002441406,336.890014648438,334.820007324219,335.799987792969,0,335.799987792969
2006-09-19,336.019989013672,336.170013427734,333.75,333.970001220703,0,333.970001220703
2006-09-20,334.100006103516,337.859985351562,333.709991455078,337.529998779297,0,337.529998779297
2006-09-21,337.709991455078,339.440002441406,337,339,0,339
2006-09-22,337.779998779297,337.779998779297,334.489990234375,335.109985351562,0,335.109985351562
2006-09-25,335.5,336.989990234375,333.700012207031,334.929992675781,0,334.929992675781
2006-09-26,335.700012207031,339.809997558594,335.700012207031,339.519989013672,0,339.519989013672
2006-09-27,339.660003662109,341.75,339.660003662109,341.380004882812,0,341.380004882812
2006-09-28,340.970001220703,342.290008544922,340.619995117188,341.630004882812,0,341.630004882812
2006-09-29,341.640014648438,343.179992675781,340.970001220703,341.429992675781,0,341.429992675781
2006-10-02,341.929992675781,342.880004882812,340.660003662109,341.390014648438,0,341.390014648438
2006-10-03,341.179992675781,341.179992675781,338.790008544922,340.519989013672,0,340.519989013672
2006-10-04,340.529998779297,343.049987792969,340.350006103516,343.010009765625,0,343.010009765625
2006-10-05,343.540008544922,345.720001220703,343.540008544922,344.989990234375,0,344.989990234375
2006-10-06,344.899993896484,345.660003662109,344.339996337891,345.549987792969,0,345.549987792969
2006-10-09,345.100006103516,346.230010986328,344.440002441406,345.940002441406,0,345.940002441406
2006-10-10,346.519989013672,348.339996337891,346.470001220703,348.260009765625,0,348.260009765625
2006-10-11,347.739990234375,348.799987792969,346.600006103516,348.570007324219,0,348.570007324219
2006-10-12,348.839996337891,351.420013427734,348.730010986328,351.420013427734,0,351.420013427734
2006-10-13,351.660003662109,353.089996337891,350.440002441406,352.380004882812,0,352.380004882812
2006-10-16,352.390014648438,353.390014648438,351.980010986328,353.079986572266,0,353.079986572266
2006-10-17,352.75,352.75,349.109985351562,349.260009765625,0,349.260009765625
2006-10-18,349.739990234375,353.559997558594,349.739990234375,352.589996337891,0,352.589996337891
2006-10-19,352.279998779297,353.559997558594,350.739990234375,352.579986572266,0,352.579986572266
2006-10-20,352.660003662109,354.820007324219,352.619995117188,353.649993896484,0,353.649993896484
2006-10-23,353.839996337891,355.350006103516,352.290008544922,354.839996337891,0,354.839996337891
2006-10-24,354.790008544922,355.220001220703,354.070007324219,354.899993896484,0,354.899993896484
2006-10-25,354.890014648438,356.350006103516,354.700012207031,356.010009765625,0,356.010009765625
2006-10-26,356.119995117188,357.630004882812,355.149993896484,355.459991455078,0,355.459991455078
2006-10-27,355.720001220703,356.5,353.190002441406,354.549987792969,0,354.549987792969
2006-10-30,354.25,354.25,351.890014648438,353.410003662109,0,353.410003662109
2006-10-31,353.269989013672,354.510009765625,352.309997558594,353.339996337891,0,353.339996337891
2006-11-01,353.459991455078,355.869995117188,353.459991455078,354.600006103516,0,354.600006103516
2006-11-02,354.209991455078,355.019989013672,351.730010986328,353.190002441406,0,353.190002441406
2006-11-03,353.329986572266,355.5,353.109985351562,354.329986572266,0,354.329986572266
2006-11-06,354.290008544922,358.269989013672,354.290008544922,358.269989013672,0,358.269989013672
2006-11-07,358.440002441406,359.980010986328,358.399993896484,359.839996337891,0,359.839996337891
2006-11-08,359.320007324219,359.75,357.779998779297,359.559997558594,0,359.559997558594
2006-11-09,359.559997558594,360.459991455078,357.980010986328,358.920013427734,0,358.920013427734
2006-11-10,358.549987792969,359.179992675781,357.140014648438,358.470001220703,0,358.470001220703
2006-11-13,358.450012207031,360.160003662109,357.890014648438,359.220001220703,0,359.220001220703
2006-11-14,359.119995117188,360.200012207031,357.390014648438,358.230010986328,0,358.230010986328
2006-11-15,358.420013427734,360.239990234375,358.420013427734,360.239990234375,0,360.239990234375
2006-11-16,360.059997558594,361.209991455078,359.350006103516,361.040008544922,0,361.040008544922
2006-11-17,360.730010986328,360.730010986328,357.260009765625,358.25,0,358.25
2006-11-20,357.980010986328,359.970001220703,355.760009765625,359.480010986328,0,359.480010986328
2006-11-21,359.399993896484,361.070007324219,359.209991455078,359.980010986328,0,359.980010986328
2006-11-22,360.450012207031,362.040008544922,358.880004882812,359.549987792969,0,359.549987792969
2006-11-23,359.829986572266,360.380004882812,357.670013427734,358.690002441406,0,358.690002441406
2006-11-24,358.25,358.399993896484,353.950012207031,355.980010986328,0,355.980010986328
2006-11-27,355.75,356.290008544922,350.600006103516,350.600006103516,0,350.600006103516
2006-11-28,350.670013427734,351,348.309997558594,349.540008544922,0,349.540008544922
2006-11-29,350.440002441406,354.410003662109,350.440002441406,354.230010986328,0,354.230010986328
2006-11-30,354.440002441406,355.220001220703,351.760009765625,351.779998779297,0,351.779998779297
2006-12-01,352.399993896484,354.359985351562,347.850006103516,349.309997558594,0,349.309997558594
2006-12-04,349.609985351562,351.700012207031,349.149993896484,351.589996337891,0,351.589996337891
2006-12-05,351.75,354.489990234375,351.399993896484,353.910003662109,0,353.910003662109
2006-12-06,353.850006103516,354.809997558594,352.730010986328,354.029998779297,0,354.029998779297
2006-12-07,353.670013427734,357.070007324219,353.450012207031,356.029998779297,0,356.029998779297
2006-12-08,355.559997558594,356.369995117188,353.859985351562,356.339996337891,0,356.339996337891
2006-12-11,356.940002441406,359.100006103516,356.940002441406,358.429992675781,0,358.429992675781
2006-12-12,358.440002441406,359.790008544922,357.950012207031,359.700012207031,0,359.700012207031
2006-12-13,359.670013427734,362.089996337891,359.190002441406,361.989990234375,0,361.989990234375
2006-12-14,362.390014648438,364.179992675781,362.390014648438,364.179992675781,0,364.179992675781
2006-12-15,364.320007324219,366.600006103516,364.320007324219,366.160003662109,0,366.160003662109
2006-12-18,366.369995117188,366.839996337891,365.75,365.940002441406,0,365.940002441406
2006-12-19,365.369995117188,365.369995117188,362.589996337891,363.489990234375,0,363.489990234375
2006-12-20,364.299987792969,365.799987792969,364.299987792969,364.559997558594,0,364.559997558594
2006-12-21,364.200012207031,365.109985351562,363.480010986328,364.149993896484,0,364.149993896484
2006-12-22,363.820007324219,363.820007324219,362.380004882812,362.450012207031,0,362.450012207031
2006-12-27,362.730010986328,366.170013427734,362.730010986328,366.170013427734,0,366.170013427734
2006-12-28,366.339996337891,366.75,365.630004882812,366.320007324219,0,366.320007324219
2006-12-29,366.269989013672,366.700012207031,365.200012207031,365.260009765625,0,365.260009765625
2007-01-03,369.790008544922,370.290008544922,368.820007324219,369.839996337891,0,369.839996337891
2007-01-04,369.619995117188,369.619995117188,367.049987792969,368.760009765625,0,368.760009765625
2007-01-05,368.359985351562,368.359985351562,365.690002441406,365.690002441406,0,365.690002441406
2007-01-08,366.040008544922,367.220001220703,364.820007324219,365.380004882812,0,365.380004882812
2007-01-09,365.790008544922,367.760009765625,365.790008544922,366.209991455078,0,366.209991455078
2007-01-10,365.869995117188,365.869995117188,362.480010986328,363.839996337891,0,363.839996337891
2007-01-11,363.980010986328,370.100006103516,363.980010986328,370.100006103516,0,370.100006103516
2007-01-12,370.160003662109,371.859985351562,369.470001220703,371.859985351562,0,371.859985351562
2007-01-15,372.089996337891,374.619995117188,372.089996337891,374.160003662109,0,374.160003662109
2007-01-16,373.950012207031,374.299987792969,371.859985351562,372.019989013672,0,372.019989013672
2007-01-17,372.369995117188,373.220001220703,370.290008544922,371.730010986328,0,371.730010986328
2007-01-18,371.980010986328,374,370.910003662109,371.579986572266,0,371.579986572266
2007-01-19,371.25,374.350006103516,369.790008544922,374.230010986328,0,374.230010986328
2007-01-22,374.049987792969,375.720001220703,372.670013427734,372.799987792969,0,372.799987792969
2007-01-23,373.140014648438,373.730010986328,370.890014648438,372.609985351562,0,372.609985351562
2007-01-24,372.399993896484,376.470001220703,372.399993896484,376.019989013672,0,376.019989013672
2007-01-25,376.239990234375,377.609985351562,374.220001220703,374.869995117188,0,374.869995117188
2007-01-26,374.450012207031,374.450012207031,371.809997558594,372.380004882812,0,372.380004882812
2007-01-29,372.320007324219,373.890014648438,371.75,373.339996337891,0,373.339996337891
2007-01-30,373.5,374.839996337891,372.660003662109,374.600006103516,0,374.600006103516
2007-01-31,374.220001220703,374.730010986328,372.410003662109,372.720001220703,0,372.720001220703
2007-02-01,373.630004882812,378.089996337891,373.630004882812,376.950012207031,0,376.950012207031
2007-02-02,376.769989013672,379.470001220703,376.769989013672,378.980010986328,0,378.980010986328
2007-02-05,378.989990234375,379.510009765625,378.200012207031,379.230010986328,0,379.230010986328
2007-02-06,379.369995117188,381.820007324219,379.369995117188,380.540008544922,0,380.540008544922
2007-02-07,380.549987792969,381.869995117188,380.549987792969,381.619995117188,0,381.619995117188
2007-02-08,381.510009765625,381.619995117188,377.649993896484,378.299987792969,0,378.299987792969
2007-02-09,378.320007324219,380.670013427734,378.320007324219,380.239990234375,0,380.239990234375
2007-02-12,380.040008544922,380.040008544922,377.359985351562,378.059997558594,0,378.059997558594
2007-02-13,378.059997558594,379.269989013672,377.570007324219,378.720001220703,0,378.720001220703
2007-02-14,379.029998779297,381.700012207031,379.029998779297,381.700012207031,0,381.700012207031
2007-02-15,381.920013427734,382.299987792969,380.309997558594,381.290008544922,0,381.290008544922
2007-02-16,381.119995117188,381.230010986328,380.070007324219,380.809997558594,0,380.809997558594
2007-02-19,380.820007324219,382.850006103516,380.820007324219,382.190002441406,0,382.190002441406
2007-02-20,382.109985351562,382.429992675781,379.359985351562,380.989990234375,0,380.989990234375
2007-02-21,381.329986572266,382.380004882812,377.959991455078,378.459991455078,0,378.459991455078
2007-02-22,379.149993896484,381.390014648438,379.149993896484,379.700012207031,0,379.700012207031
2007-02-23,380.190002441406,380.980010986328,378.809997558594,380.529998779297,0,380.529998779297
2007-02-26,380.679992675781,382.640014648438,380.679992675781,382.170013427734,0,382.170013427734
2007-02-27,381.559997558594,381.559997558594,370.25,370.559997558594,0,370.559997558594
2007-02-28,369.799987792969,369.799987792969,362.299987792969,365.029998779297,0,365.029998779297
2007-03-01,364.940002441406,368.350006103516,356.450012207031,361.790008544922,0,361.790008544922
2007-03-02,362.209991455078,364.709991455078,358.079986572266,360.670013427734,0,360.670013427734
2007-03-05,359.329986572266,359.329986572266,351.350006103516,356.399993896484,0,356.399993896484
2007-03-06,357.109985351562,360.059997558594,357.109985351562,359.690002441406,0,359.690002441406
2007-03-07,359.940002441406,362.279998779297,359.290008544922,361.649993896484,0,361.649993896484
2007-03-08,362.049987792969,366.579986572266,362.049987792969,366.540008544922,0,366.540008544922
2007-03-09,366.230010986328,368.290008544922,363.709991455078,367.350006103516,0,367.350006103516
2007-03-12,367.679992675781,369.899993896484,364.760009765625,365.489990234375,0,365.489990234375
2007-03-13,365.690002441406,366.109985351562,361.559997558594,361.559997558594,0,361.559997558594
2007-03-14,360.739990234375,360.739990234375,351.929992675781,351.929992675781,0,351.929992675781
2007-03-15,352.670013427734,359.029998779297,352.670013427734,359.019989013672,0,359.019989013672
2007-03-16,358.529998779297,360.679992675781,357.029998779297,359.059997558594,0,359.059997558594
2007-03-19,359.859985351562,364.519989013672,359.859985351562,364.420013427734,0,364.420013427734
2007-03-20,364.5,367.230010986328,363.380004882812,367.230010986328,0,367.230010986328
2007-03-21,367.109985351562,369.790008544922,366.980010986328,368.75,0,368.75
2007-03-22,369.200012207031,374.730010986328,369.200012207031,374.200012207031,0,374.200012207031
2007-03-23,374.220001220703,376.119995117188,373.140014648438,375.980010986328,0,375.980010986328
2007-03-26,376.25,376.690002441406,371.679992675781,372.850006103516,0,372.850006103516
2007-03-27,373.299987792969,375.309997558594,372.100006103516,372.459991455078,0,372.459991455078
2007-03-28,371.920013427734,371.920013427734,368.980010986328,370.100006103516,0,370.100006103516
2007-03-29,370.920013427734,374.359985351562,370.920013427734,374.290008544922,0,374.290008544922
2007-03-30,374.149993896484,375.769989013672,372.739990234375,374.220001220703,0,374.220001220703
2007-04-02,374.320007324219,375.920013427734,373.290008544922,375.529998779297,0,375.529998779297
2007-04-03,376.130004882812,379.489990234375,376.130004882812,379.489990234375,0,379.489990234375
